comment,toxic
"Жизнь - это не ринг, он не сможет быть постоянно настороже )
",0.0
"Пост для расширения кругозора) поделся тем что знаю. А на счёт того что цены на билеты дорогие. Насколько я знаю (по крайней мере мне так объясняли) РЖД в целом пассажирские перевозки и не нужны, потому что основной доход приносит грузовые перевозки. И чтобы отбивать затраченые деньги на фпк они заламывают цены
",0.0
"Ну так то при социализме была демократия
",0.0
"ФАЯЯЯЯЯЯ ТУТТУТУТУТТУТУТУТРУРУТУРУТУ
",1.0
"В Москве догорает здание освобождая место для нового тракторного завода
",0.0
"на электронку могу, не то что бы прошить, карту может поднастроить топливную
",0.0
"Охуеть ты олд Сразу вспомнил ту группу в вк, со смешными мемами
",1.0
"Что вы тут устроили блядь? 1 Быков-унылый педераст на зарплате.Готовый продавать свою жирную жопу кому угодно. Таких- полно.Тот же Глебыч, только если Глебыч честно признается что ему похуй за кого топить лишь бы бабки были, Быков хочет своей сракой занять оба стула с пиками и не только... Вобщем, одного поля с Поросём ягоды. Как тут не вспомнить знаменитое: Антисоветчик, всегда пидарас,( и это как вы понимаете не ориентация)
",1.0
будет как парень из пузыря,0.0
"Наконец-то каклы это поняли.
",1.0
Или перенести весь этот процесс на общество и визуализировать на примере антиутопии. Это же готовый сценарий. Адаптация только качественная нужна,0.0
"Что касается знания команд, то понимаю, что имеете ввиду, когда за командой закрепляется некий стиль что-ли, например, из того же баскетбола ЦСКА 90-х: дома выигрывали у всех, в гостях - поражение за поражением, Ливерпуль времен Бенитеса - чисто кубковая команда, МЮ при Моуриньо стал очень много играть вничью и т. д.
",0.0
"Не поверишь, зеркально, добрый ты наш правильный и смешной долбоеб.
",1.0
"Зависит от того, насколько совпадают желания и возможности ребенка. Если нужно подтянуть , то 20-30к, если из гуманитария делать технаря или наоборот - не меньше 400.
",0.0
"ну почему только стенами?любая верхотура, куда человека без высотного допуска пускать нельзя.. крыша у нас старая-крутая-скользская , вызывали альпинистов со спецобвязкой
",0.0
"ну цемент точно хороший!
",0.0
"У меня есть вопрос! Насколько хорошо держится краска на коже? Какая кожа лучше подходит для росписи? Краски акриловые? Спасибо!
",0.0
"В Угличе в велосипедном музее есть похожий на трех колесах, там можно по залу немного прокатиться.
",0.0
"Кроме того, в комплектацию входят прибор ночного видения и тепловизор. А как же бутылки?
",0.0
"Так варите еду для котов сами. Рыба сейчас продается любая.
",0.0
"А летом? Ходить лампочки выкручивать? Ставить светодиоды? А зачем кондиционер же есть
",0.0
"Яйца куриные тоже дорожают Я думаю, все-таки не в прямой пропорции? в отличие от машин.На пальцах: доллар подорожал в 2 раза, тазы подорожали в 2 раза. Но так-то машина русская, дааа
",0.0
"А вот это кстати да, последние года два когда говоришь людям что нормальный ноутбук стоит 60-80 тысяч они говорят - а нельзя вот такой же, но за 20-30 и чтобы был хороший. И так почти со всеми аспектами жизни.
",0.0
"Мне приходилось, на мою тоже попало краем, видно что жгло сильно даже температура кожи локально повысилась, но это мелочи по сравнению с возможными последствиями. И башка еще оранжевая была, долго отмывалась.
",0.0
"От учений в рай не попадём, а нам же обещали в него попасть.
",0.0
"Ваш способ отлично на цыган действует.
",0.0
"Я пока в танки играл, за все время рублей 500 залил. Хз зачем люди вообще туда деньши вливают",0.0
"жид ы захватили власть в россии, уничтожили рускость... русские даже бояться говорить что они русские, боле того они считают нормальным что все олигархи жид ы, вся финансово-экономическая политика под жид ами всё сми и телевидение под жид ами у русских нет ничего, они всё отдали без боя и не желают ничего себе возвращать...
",1.0
"Вообще нет, у меня татарское ебало, а это типикал латыш или бульбаш
",1.0
"Куш-лютая скукота.Смотрел с каменным лицом, вспоминая выражение: смеяться после слова лопата Клуб- гимн инфантилизма. На него обычно офисные хомяки дрочат заходясь в экстезе
",0.0
"Сколько сейчас капитализация у Теслы?
",0.0
"Прокурором, судьей, ментом и прочей ....
",1.0
"Да я и не против, собственно. Вообще, пост о том, что рыбалка может оказаться очень дорогим удовольствием при неблагоприятном стечении обстоятельств. Собирать валежник гораздо безопаснее для семейного бюджета, к примеру.
",0.0
"С незапамятных времён офис в систему ставит ещё и пдф-принтер. Достаточно отправить на него на печать. КриптоАрм первый месяц или три бесплатный. Плагин на госуслугах в настройках не нуждается (а жаль). Тифф пережимается, кстати.
",0.0
"Ну тут, имхо, от магазина конкретного зависит все.",0.0
"И сколько такая красота на заказ стоит?
",0.0
"Средняя розница на эти материалы 300-340. К действиям этого заведения есть вопросы даже у официальных представителей бренда. Закупают все у официалов, выезжают за счет стоимости услуг и ряда других позиций.
",0.0
"Ебать, кто смотрит сыромятникова?? Где еще можно найти настолько отталкивающий тембр голоса и манеру говорить?? Блять а полезный контент в стиле - сейчас я покажу как играть на гитаре с автотюном - который уже давно был у западников? А его охуенные видео как сделать песдатый звук, где звук выхожит полным мутным говном, потому что он напрямую в дешевую звуковую карту играет? А его бородка ебаная?? Что это блять? А блять когда он палится с подложенной аудиодорожкой когда играет на камеру, причём блять настолько нелепо, что даже видео заметно замедляет, чтобы попадало в звук, а потом говорит, что так оно все и задумано? А его блять гиперкривляния и гримасы во время игры?? Что это за пиздец? Видно же, что специально старается показать ДУШУ , которой у него на самом деле нет!! Блять у меня такой испанский стыд со всей этой хуйни ебаный в рот! Теперь еще у него будет ебанутая истеричка-жена, которая его уже загнала под неебический каблук, и будет его уничтожать окончательно. Бляя она тоже хороша. Поет мягко говоря, МЯГКО ГОВОРЯ не всегда хорошо(об этом еще Зилков мягко намекал, в его способностях никто не сомневается), зато при любом удобном случае говорит о том, что у нее неебичское ололо образование, охуенный опыт в педагогический, в ответ на сомнения в ее способностях певческих она сделала попытку страйка по авторским правам, ЗАСТАВИВ ЕЩЕ ДВУХ МУЖИКОВ ТОЖЕ ЕЕ СДЕЛАТЬ , а когда закономерно соснула, устроила истерический стрим, где стуча руками по столу на полном серьезе человека сравнивала с БАНЫМ ГИТЛЕРОМ БЛЯТЬ , который миллионами уничтожал людей ирл, а не в ютубе, затем приправив все охуительной порцией слез и соплей под омежные кукареки своего муженька? Блять это что за фантасмагория нахуй? Is this the real life?
",1.0
"Сообщение просто сгусток интеллекта.
",1.0
"высшая школа экономики гайдар БРЕКИНГ НЬЮС - фашистская параша, обслуживающая интересы трансграничного олигархата и поклоняющаяся людям которые уничтожали наш народ в 90-ых - не любят авторитарного лидера который давил эту эксплуотаторскую гниль... действительно, почему народ так его любит? непонятно...
",1.0
"тогда антибиотики без рецепта отпускались в аптеках. Сейчас что, иначе?
",0.0
"Ну, не так уж и плохо. Сейчас хорошие импланты, и уже не сильно дорогие, как раньше. Хотя, конечно, нихера не бесплатные.
",0.0
"Я ебу твои принципы в принципе
",1.0
"Шария он знатно разъебал, у того аж пердак сгорел.
",1.0
"Ещё в CoD6 на лицензии жёстко поставлено ограничение кадров на 85. На пиратке за 120 было и стрельба ощущалась (и отражалась на счёте) куда лучше.
",0.0
"В год выходит около 16,5 млн. Что выше всего на 1.5 млн, чем разовая премия нового глав. буха Activision Blizzard. А также это сольной меньше чем зарабатывает Бобби Котик (он 30 млн получает)
",0.0
"Простите, а зачем мужчине женщинам что-то дарить на 8 марта? Не вижу логики. Если есть желание, подарки должны дарить женщины женщинам
",0.0
"Детские домики обычно делают с дверью, разделённой на две части, верхнюю и нижнюю. И это важно.
",0.0
"Дремлет хлопец у дороги.bmp Фунтик, а в реальности хоронят южмаш.
",0.0
"Вот такую штуку использую вместо ванилина, больше нравится вкус и запах
",0.0
"А как классно летом, жара over 30, холодненькой, даже ледяной окрошечки на кваске, с огурчиками и зеленью! ММММ !!!
",0.0
"так может дело в том что перевозки имеют дотации в любом государстве ?)
",0.0
"Какие же мерзотные зажравшиеся рожи. Прямо натуральные сеньоры помидоры из Чиполлино
",1.0
"Т.е ты мне предлагаешь выложить своё видео из-за моего мнения ? Мне как бы пофиг на минусы ( что моё мнение расходится с большинством ) и да любой жирный человек выглядит нелепо во время танца где нужно активно двигаться, надутый шарик пытается что-то исполнить.Или мне нужно идти с толпой и писать: Ой какой миленький толстяк, смотрите что исполняет ?
",0.0
"Ну д1, что по центру, по идее должна нормально играть. Если, конечно, до д1 ее не забустили. А в д4 можно и случайно залететь (это самое дно даймондов, читай платина).
",0.0
"Сорян, я дура. Мои официальные извинения:",0.0
"Мы переехали на новую квартиру сделали ремонт, я на сносят, роды, дочка, все стерильно в доме. И вот однажды утром проснулись, а в квартире тараканы, без шуток, они пришли и всё. Соседи снизу уехали жить на дачу, как оказалось, соседи сбоку начали делать ремонт, откуда приволоклись, не пойму. Скажу сразу, мы их не вывели, ничем, пока не вывезли всю мебель и заново не сделали ремонт, несколько лет боролись, самые дорогие средства, как нам сказали сотрудники СЭС, если они есть у соседей, то все бесполезно. Всю мебель обрабатывали, чтобы завезти, это был ад.
",0.0
"Ну вот например двое с военкафом не смогли отказаться. Сейчас не помню какой статьей тогда оперировали. И не смогут пока военнообязанные. Может в последнее время этот момент облегчили. Налоговая? Пфф. Штраф за парковку и тоже отказ. Еще был момент. Вроде даже бумага отказная на руках. Спустя 8 лет узнали что нихера то он не лишен гражданства. Какой то штраф выплыл, и на основании этого не отменили по итогу. А человек уже и на посольство давно забил.
",0.0
"У нас не было таких запущенных случаев, но были двое ребят, которые одну и ту же одежду носили по 2 года зимой и летом (джинсы, например). К счастью, никто над ними не смеялся. Но я как представлю, как же им было тяжело, так внутри все сжимается. Пока мелкий - не понимаешь. И как же тяжело было их мамам
",0.0
"Ну, а в Питере нет этого дня
",0.0
"Нет у них уже таких планов, по факту РЖД отказалось от них. Все же там есть реалисты, а не только верящие в сказки. А в наших условиях это бы вообще превратилось в распил бабла
",0.0
"Наконец, мы перешли к самой теме. Почему она платила за это?)
",0.0
"Скоро вместо клоун у пидарасов будем говорить пидарас у клоунов
",1.0
"Диву даешься на какие подлости способны люди, дававшие клятву и в горе и в радости . Ну не сложилось, не смогли, идите каждый своей дорогой. Страдают то дети. Мамаши как правило используют детей как рычаг давления на бывших мужей. Мужики то тоже есть, называющиеся так, потому что между ног болтается первичный признак.
",1.0
"Всё правильно, только не 4 кг а 5 веса в месяц - норм. это 7-8кг.
",0.0
"Если я не ошибаюсь, этот телефон фотографирует и без пленки...
",0.0
"Думаю, эта вывеска в салоне тату, а ТС перепутал.",0.0
"А как бы вы ответили в данном случае на месте оператора? Она четко дала ответ по правилам компании эту информацию я предоставить не могу . Клиент же продолжает талдычить купислона .
",0.0
"Тебе не кажется это совпадением, что твой тред висит второй месяц и модерам абу на него похуй? Значит ты сам выдумал проблему и пытаешься на самоподдуве всем навязать её. Нет свинюш, так не работает, иди бандере ботинки почисти лучше, воен диванный.
",1.0
"сохранил коммент для дружбана) почитает на досуге
",1.0
"Тот коммент ушел почему то куском, дописал. Думаю запилю пост о том с чего я так агрюсь на ТСа и почему упрямо доказываю что так не надо делать.
",1.0
"Если у вас есть ИП - попробуйте получить разрешение на уличную торговлю. Около метро или ж д станции. Сужу по нашему метро в Москве. Конечная станция в спальном районе. В четверг и пятницу там можно купить все, даже копчёную продают. Причем на ура.
",0.0
"Сдаётся мне, что процентов 80 в написанном - лютый пиздеж",1.0
"Тут не в пробойнике дело, попробуйте контролировать как сильно пробойник отклоняется при ударе, скорее всего первый удар идет нормально, а последующие уже под углом. Причем судя по фото это далеко не каждый раз, рекомендую просто пару полосок кожи пробить и сшить и уже на деле посмотреть что и как
",0.0
"Да это понятно, но фильм то как называется?
",0.0
"МТС - такая же байда. В своё время Дом.ру перевели бесплатно: девушка хохотнула и рекомендовала чаще смотреть новые предложения (не реклама)
",0.0
"То что они в обтяг уже как то попривык, хотя скорее не в обтяг а сильно зауженные. Эту тему я заметил еще в 2007 с приходом эмо и других неформальных лиц. А касаемо подворотов, так еще в 90х штаны подворачивали, только штанины были шире. Удивляет что такие модники, в подвернутых лосинах, и скорее всего без подштанников, зимой щеголяют ничего не отмораживая. Но время покажет.
",0.0
"Все мечтаю открыть магазин по продаже бонгов и трубок, подскажите, не закроют ли меня на следующий день?
",0.0
"01:30 о встрече с Чубайсом 02:40 как Шарий защищается 04:45 как пахнет Киев 06:40 как Шарий вернется на Украину 09:00 Шарий троллит телек 10:55 кто травил Скрипалей 17:24 что должно произойти, чтобы Шарий поехал в Крым 19:00 почему Шарий не летает в Россию 20:05 об убийстве Захарченко 20:32 кто вывозит деньги из Донбасса 24:15 вернется ли Донбасс в состав Украины 25:40 За кого Шарий будет голосовать 26:05 что будет с NewsOne 27:20 будет ли Шарий работать в правительстве 28:15 если бы Путин участвовал в выборах на Украине 32:40 Вакарчук - фрик 33:30 либерал или социалист 36:20 вопрос от Гоблина 39: 20 о Сталине 42:57 кому выгодна война на Донбассе 45:00 все о Савченко 48:48 плачет, смотря на картины 50:54 когда следующий видос про Навального 54:00 почему Шарий атакует либералов 56:06 об Илоне Маске 57:30 брутальный Шарий в Луи Витоне и Гуччи 58:10 Шарий покупает новую машину 59:05 Хабиб или Конор? 01:02:35 за что Шарий бьет себя по щекам 01:03:09 религиозная война на Украине (о Томосе) 01:05:11 Шарий агитирует за партию Мураева Наши 01:05:52 Венгры возьмут Закарпатье? 01:08:20 чем дело кончится?
",1.0
"Дебильный скот уже час не унимается со своими фейерверками.
",1.0
"Все-таки с носками было бы круче)
",0.0
"Подумываю запустить производство детских развивающих игрушек из фанеры, дерева - как думаешь будет спрос?)
",0.0
"А в горшочке ,да в печи,картофан,да в мундире.эээх
",1.0
"Анус себе дискредитируй, либераш :3
",1.0
"Блогер Эмили Хартридж (Emily Hartridge) рассказала, что многолетние разочарования от знакомств в сети привели к тому, что она заморозила свои яйцеклетки. Как сообщает таблоид The Sun, так женщина хотела взять под контроль свое будущее материнство. 34-летняя женщина призналась, что обратилась к онлайн-знакомствам после того, как закончились ее последние серьезные отношения. Она пыталась наладить личную жизнь с 2011 года, однако лишь потратила восемь лет на то, чтобы быть обманутой безнадежными мужчинами . Блогер уточнила, что в первые годы не волновалась из-за уходящего времени. Однако позднее она решила, что ей следует заморозить свои яйцеклетки, на тот случай, если она не встретит подходящего парня: Я не могла игнорировать мысль о том, что этого может не произойти , призналась Хартридж. Девушка рассказала о своем решении матери, и та предложила оплатить дорогостоящую процедуру. В клинике Хартридж узнала, что у нее крайне низкая фертильность, ее шансы на естественную беременность были очень малы. Лечение и сохранение яйцеклеток обошлись семье Хартридж в 15 тысяч фунтов (почти 1,3 миллиона рублей). За две недели до первой процедуры блогер познакомилась с 27-летним парнем по имени Джейк. Он поддержал ее и даже сопровождал в клинику. Несмотря на то, что у девушки появился бойфренд, она не жалеет о сделанном выборе. Хартридж надеется, что хранящиеся в заморозке яйцеклетки спасут ее в том случае, если она расстанется с парнем или если она не сможет забеременеть из-за проблем с фертильностью.
",0.0
"он, как любой психически здоровый человек Он и в существование психики не верит. Что ты на это скажешь, девственник?
",1.0
Епта... а куда теперь всю эту охапку прятать? Я тут подключал 5-ламповую люстру и то еле спрятал всю эту мотню,0.0
"Не обман это если рядом с ценником на баночку написать такой же мармелад вы можете купить в пять раз дешевле в соседнем магазине, в основном платите за баночку . В остальных случаях человек вполне может думать, что помимо интересной надписи содержимое тоже немножко уникально, а не является банальным (и часто не очень вкусным и лежалым) ширпотребом.
",0.0
"Если тонкая ткань и светлая, то акрилом по ткани можно. Я хочу свою куртку хаки, как парка - что-нибудь сделать.
",0.0
"В Тюмени большинство светофоров с пешеходной фазой, поэтому пешеходы ходят в том числе и по диагонали через весь перекресток!
",0.0
"Мы с мужем познакомились, когда поселились в квартиру по типу комуналки, жили в разных комнатах, год общались не больше привет-пока и есть закурить... Тоже от многих слышала такую правду, видимо, нас это не касается
",0.0
"У нас в автопарке минимум четверть работников такие. А вот на алкотестере попадаются в основном те, кто почти не употребляет.
",0.0
"Пиздец охуеваю с таких людей. Как вы можете смешивать свою родину, народ, населяющий эту родину, менталитет и все, чем страна должна гордится, с ебанутым грузином-коммунистом? Охуеть. Какая тут, нахуй, русофобия, если в названии страны, про которую сняли фильм, нет слова Россия ? А фильм неплохой. Далеко не шедевр, но на один просмотр неплох. Хоть и не для нашего зрителя создавался.
",1.0
"К сожалению, посла летнего случая, когда в Люберецах не работала вышка связи, ну было интернета и даже позвонить нельзя было, а мне операторы доказывали, что у меня либо телефон сломан, либо симка, общаюсь с ними как с долбаебами. И мне не стыдно, ибо эти чайки в чате меняются поминутно, прочесть диалог они не могут, за пределы скрипта не выходят. И отвечают на вопросы, которые им даже не задают. Например, после того, как четыре раза спросил, можно ли убрать приложения, которые не юзаю, из моего тарифа. До этого ещё два раза спрашивал, мне все про актуальные тарифы. Мне, блядь, не нужен актуальный тариф. Я спросил, можно ли из моего убрать бесполезное говно. До сих пор пичот.
",0.0
"Просто чурки реально заебали всех белых людей в мире а вы представьте что будет на каникулах.
",1.0
"Хз кто там покупает, я в такие магазины захожу товар посмотреть, не более. но Эльдорадо так себе магазинчик даже для этого.
",0.0
"Меня так в три года в больничку с дистрофией клали. Тоже думали проголодается-поест . Не проголодалась, на скорой увозили через неделю. Чувство голода смогла ощущать только лет в 14-15.
",0.0
"Вы правы. Добавил несколько заводов.
",0.0
"И все это нужно для вывода бабла из инвесторов. Все просто
",0.0
"но по факту зависимость)
",0.0
"мерия. Аким - голова.
",1.0
"Ух какой сладкий петушок. В камере нарасхват будет.
",1.0
"Но ведь крохотусик у любителя хуёв алекса сисяновича пыняльного.
",1.0
"Т.е. если я взял вискарь в магазине, не заплатил и не получил с этого прибыль - это не украл?
",0.0
Переезжать в другой регион? Или опять история про семья ограничивает ?,0.0
"Идея интересная, но, как я понял, расстояние между осью и траками выставляется натяжкой тросов, а противостоит натяжению сцепка траков между собой. Как то очень хлипко это получается. . . Использовать подобное можно будет только на сверхлегкой технике
",0.0
"Они не должны. Только почему-то все бесплатные альтернативы у нас закрывают, прикрываясь законами, которые работают против блага общества. В результате получается народ ставят перед выбором - платите.
",0.0
"К сожалению суд присяжных не будет в данном случае, будет обычный
",0.0
"не знаю как в казахстане, но у нас если есть личный кабинет, можно накалякать заявление и приложить скан ДКП по этому автомобилю. и предложить гражданам самим обращаться к новому собственнику, в договоре поименованному.
",0.0
"Хочу создавать и буду, вы тут все черти ебаные, хватит мои ролики обсирать, заебали уже, я лучший учитель вокала в снг, а вы все мрази
",1.0
"Ещё один враг народа сдох, как же хорошо!
",1.0
"Однако мемы расходятся по всему рунету. Тот же Пыня. По какому рунету? Пыня исключение, кузница контента - это ВК. Тут не воровская хата, чтобы по базару определять кто есть кто. Даже если бы и какая-то манера общения и есть, ей можно научиться. Здесь есть определённый сленг, в который трудно вникнуть с наскока. Учиться никому не надо.
",0.0
"За то что ты дерейлаешь такой выгодный для вас тред в сторону хохлов, тебя куратор без смазки выебет. Вон он уже идёт.
",1.0
"Спасибо. Но чтобы переделать,нужно снять белые рамки все перекрасить.
",0.0
"да, тоже когда-то впечатлились девайсом. разогреваешь стельку, создаешь отпечаток стопы на вакуумной подушке с песком(хз что там внутри) и делаешь стельку под свою ногу, но это должен делать знающий человек. И конечно это действительно очень индивидуально , в России народ оочень недоверчив ко всему новому, особенно если это не рекламируют, и в общем не пошло(
",0.0
"Плюс этой камеры, это принудительное включение ИК подсветки. Я редко её включаю. И всего два диода. Если горит постоянно и диодов 6-8 штук. то да... Сильный засвет бывает .
",0.0
"Ну я и щас проветриваю два раза в день по полчаса, даже зимой, когда гулять уходим, то окна приоткрываю.
",0.0
"Тут есть некоторая несостыковка Простые глазники в поликлинике говорят ой, все это фигня , а врачи хирурги в клиниках говорят ухаживай за зрением и все будет ок за три года у меня вроде всё та же сотка В любом случае, если будет можно сделать ещё раз в случае каких то форс мажоров-сделаю сто процентов В интернетах вроде никто не жалуется, что обратно упало
",0.0
"Много общаюсь с людьми которые жили в СССР с дамами и джентльменами. часто диссидентами, много разговоров о быте, образовании. Для меня было шоком узнать о том что до 60года вообще не было туалетной бумаги например. Еще более шоком было узнать о том,как им-детям интеллигенции было запрещено образование получать, о том как расстреливался и ссылался цвет нации. о том как великие умы творили несмотря ни на что, сходили с ума и поканчивали с собой. О так называемом коммунизме для своих, мало кто знает о том что в СССР было 2 валюты и специальные магазины куда пролетариат не мог попасть даже имея на руках билеты внешторгбанка. откуда вы их взяли товарищпройдемте
",0.0
"Разве в Тиндере можно комментировать анкеты?
",0.0
"суд Гоблядь, я понимаю, что ты совок до спирта в мозжечке. Но даже сами совки еще в совке запустили саркастичный мем про самый справедливый суд в мире. Гоблядь, ну а про путинский суд даже говорить смешно. Гоблядь, ну прекрати. Я понимаю тебе Евген не нравится, но приводить суд в этой стране, как источник беспристрастности, объективности, ну это просто смешно. Я уж не говорю о том, что не фанату человека, который 20 лет не платил авторских отчислений, пиратил фильмы и крал чужую интеллектуальную собственность попрекать кого-то в подобном. Завязывай.
",1.0
"способность глубоко анализировать события Это когда он совсем недавно объебался с голландским оркестром или когда напиздел про разрушенный взрывом дом в Париже? Или, погоди, его аналитический талант проявляется, когда он говорит, что режим Путина падёт - неизвестно когда, неизвестно от чего, но точно падёт? мотивы Царь был гомоимпотентом и завидовал Боне - и поэтому Россия воевала с Францией? Или: народы Востока плохие, посмотрите - у них даже мечи всегда кривые? непревзойденная рассудительность и мудрость Да, обвинять Соколова в краже концепций, которым сто лед в обед - это охуительная мудрость. А подавать на него в суд на основе ролика с пинком лакею - это пиздец рассудительно. умение переспаривать любых подсадных оппонентов (потому что Гуру всегда прав ходит только туда, где ему дают выиграть ) Пофиксил . гениальный артистизм пронимающее душу пение А, так ты всё это в шутку. Пардон, не распознал. у нас нет оппозиции они не спонсируют талантливых людей из оппозиции Женичка, ты уж определись. Судя по этим словам, это не обычное нытьё, похоже, двухмэтр уже хотел присосаться к карману какого-то богатея, но был встречен фигой? Этот, Соколов.. Зябликов, Соловьёв Неприятная для Ебжена тема вылазит с оговорками, боль не скрыть.
",1.0
"А сколько платит государство? Вот это прям очень интересно)
",0.0
"Ага, Ляпин на Ютубе уже обзор часика на два выкатил. Многое из модов перенесли, как я понял, интерфейс переработали.
",0.0
"Хм.. Я думала, что никто не думает, что программисты купаются в деньгах
",0.0
"скажи спасибо, что они забыли про ее грудь",0.0
"Чирик пиздык хуяк ку-ку
",1.0
"это не поход, это - я довез на уютной машине свою жопу, посуду и хавчик из уютной квартиры в уютный домик, чтобы накинуть фоточек в инстаграмм а поход это - я дотащил сегодня на спине за 20км от электрички палатку, спальник, коврик, воду, горелку, баллон, гречку, тушенку, полтора часа ставил это все и собирал хворост для костра.
",0.0
"Ну эт ты. Я и все с кем я ездил так делают. А почему ты не слышал хз. Это наверно второе по известности мотосуеверие после того что шлем ронять и класть на землю нельзя.
",1.0
"Правда. И не только шведы. Некоторые немцы так делают, хотя у них дешевле, чем в Швеции.
",0.0
"а теперь вспомни какие ощущения вызывает случайное соприкосновение ложки с зубами.
",0.0
"Взять того же just илью. Мож он и норм, но количество хуйни невпопад было запредельным. джаст хуйня Киностримы с этой свинотой плебейской слушать невозможно. Маргинул проявляет фантастическую деликатность к этому пидору, у которого познания в фильмах ещё более хуевые, чем у конины. Лучше бы Кэбота звал, да кого угодно, хоть пиздючего ПИКУЛИ , чем этого убогого васяна подпивасовича. Феноменальный кринж от этой антропоморфной рецензии с кинопоиска.
",1.0
